item_id,order_id,product_id,quantity,unit_price,discount_percent
1065,984,300,4,1711,8
1066,540,84,4,17827,50
1067,687,299,3,48762,46
1068,327,116,3,18816,44
1069,215,149,1,48035,36
1070,905,307,3,33546,15
1071,577,472,4,11744,30
1072,973,286,2,20989,39
1073,671,370,3,32326,12
1074,764,352,4,28423,49
1075,643,28,4,8775,42
1076,964,201,4,19353,12
1077,973,417,5,31201,20
1078,883,282,4,8873,33
1079,247,223,4,623,16
1080,260,237,2,46925,20
1081,253,350,5,37729,46
1082,613,79,1,41210,45
1083,870,222,4,34812,21
1084,387,345,1,912,19
1085,59,283,2,15370,10
1086,896,181,2,18214,41
1087,279,346,5,18824,0
1088,313,316,3,22331,40
1089,1007,244,3,29239,13
1090,119,480,4,23832,14
1091,460,496,1,37037,41
1092,219,246,1,13987,28
1093,331,231,4,11274,45
1094,831,141,2,43657,15
1095,354,288,4,32404,24
1096,912,40,3,17680,31
1097,758,335,5,33170,8
1098,231,2,1,10004,45
1099,410,157,5,16570,30
1100,324,370,1,43118,8
1101,816,293,3,39117,27
1102,633,455,1,47631,3
1103,207,137,5,11056,8
1104,7,411,4,31538,19
1105,427,428,1,41228,5
1106,100,107,5,49361,33
1107,423,157,5,9230,10
1108,1,12,1,22778,6
1109,795,114,1,44121,24
1110,122,213,3,7000,4
1111,710,16,3,39967,27
1112,460,300,1,34084,43
1113,758,1,5,23425,49
1114,213,330,5,46450,38
1115,295,315,5,47031,10
1116,780,153,4,29913,39
1117,492,385,1,49997,10
1118,317,500,1,25949,24
1119,736,392,3,9733,8
1120,971,61,5,33055,32
1121,580,284,5,11026,8
1122,315,205,3,640,47
1123,423,284,4,49178,23
1124,142,74,3,46695,41
1125,199,478,5,37936,38
1126,318,79,5,23200,14
1127,632,108,2,35137,11
1128,224,63,2,18867,22
1129,996,455,1,34063,49
1130,1015,60,5,1300,6
1131,638,291,3,30336,23
1132,338,122,5,39411,20
1133,309,129,5,48091,40
1134,571,450,1,48620,7
1135,961,173,1,46777,12
1136,267,320,4,40151,6
1137,454,23,4,24289,28
1138,509,385,1,15311,5
1139,842,434,5,49497,39
1140,294,449,4,5453,41
1141,757,297,5,13705,29
1142,53,437,3,42481,4
1143,222,227,3,11164,4
1144,234,178,5,22205,2
1145,600,472,5,33377,28
1146,551,14,1,34543,18
1147,748,71,3,17154,24
1148,40,323,5,35343,46
1149,568,471,4,34374,41
1150,329,311,4,45029,12
1151,833,84,3,29710,25
1152,371,305,1,18192,1
1153,391,380,3,20742,43
1154,793,479,5,10223,2
1155,362,405,2,33504,43
1156,265,23,3,38977,23
1157,593,327,1,29945,44
1158,126,319,5,25812,25
1159,594,29,5,119,20
1160,766,104,3,7599,2
1161,547,81,4,10242,41
1162,412,124,3,10563,38
1163,260,335,2,32379,45
1164,397,140,2,26248,31
1165,940,284,3,21841,14
1166,921,32,4,20780,47
1167,121,4,1,45656,44
1168,999,166,3,45655,42
1169,593,334,5,9562,39
1170,643,96,2,15348,22
1171,200,431,3,27928,28
1172,690,7,2,43281,26
1173,83,47,5,31599,43
1174,384,234,5,17780,31
1175,266,225,2,4359,4
1176,912,406,4,48148,47
1177,859,388,-4,26485,39
1178,635,21,4,19678,25
1179,348,495,5,6201,41
1180,514,441,4,30225,47
1181,670,275,3,35971,46
1182,1003,361,5,22819,43
1183,358,276,5,46590,4
1184,602,240,2,31925,30
1185,35,38,2,49229,43
1186,535,230,3,44039,50
1187,233,125,3,40655,22
1188,180,475,2,39980,36
1189,231,34,3,36872,34
1190,262,430,4,13646,19
1191,161,234,3,49376,46
1192,690,39,1,44133,14
1193,34,386,3,13063,38
1194,697,315,2,21998,0
1195,7,84,4,46780,8
1196,880,419,3,19052,28
1197,487,24,3,31935,31
1198,277,260,4,35164,14
1199,743,248,2,40066,13
1200,524,68,1,43585,48
1201,407,489,5,48739,42
1202,987,145,3,37153,46
1203,926,360,3,43703,6
1204,49,485,4,41938,21
1205,386,78,3,47975,9
1206,760,440,5,34195,6
1207,188,2,2,11708,0
1208,440,499,-1,45102,48
1209,744,250,5,45609,20
1210,742,340,5,25354,12
1211,776,242,5,44781,38
1212,544,421,1,18990,45
1213,645,467,1,46090,25
1214,116,165,2,26883,44
1215,779,371,1,42355,48
1216,719,323,5,4665,5
1217,338,39,3,7809,42
1218,198,364,4,21069,5
1219,887,431,4,2554,8
1220,905,452,3,31226,35
1221,32,198,4,31915,4
1222,111,30,1,30734,21
1223,669,497,1,49510,44
1224,718,227,2,26444,35
1225,635,264,3,6235,11
1226,582,173,5,3382,46
1227,679,479,2,20446,23
1228,133,271,5,23548,3
1229,645,109,1,28344,1
1230,209,218,2,21178,21
1231,357,345,4,9061,47
1232,9,120,4,46228,1
1233,161,387,3,46018,34
1234,768,235,1,45306,38
1235,444,270,4,49141,37
1236,604,193,3,19948,38
1237,756,434,4,1457,41
1238,990,483,2,23569,15
1239,374,12,4,34173,15
1240,44,374,2,24137,10
1241,419,366,4,7834,24
1242,374,445,3,10996,20
1243,38,413,2,3148,35
1244,242,101,-3,36601,45
1245,233,486,4,47701,9
1246,421,231,5,36202,48
1247,397,60,1,29064,38
1248,329,236,5,28481,3
1249,1012,487,5,26796,47
1250,784,162,3,27044,50
1251,964,341,5,8661,49
1252,718,288,1,6832,4
1253,565,177,4,17110,4
1254,236,123,4,15190,23
1255,356,424,5,1047,37
1256,40,349,5,36177,3
1257,382,243,1,20213,22
1258,804,150,2,3429,40
1259,986,347,3,46345,8
1260,921,149,1,14895,33
1261,905,319,1,4123,11
1262,191,395,5,49573,13
1263,937,413,2,46662,24
1264,1017,139,2,12421,17
1265,700,398,1,45800,22
1266,2,170,2,32663,9
1267,374,436,5,24986,21
1268,889,263,1,3128,30
1269,117,121,4,33550,22
1270,90,287,-4,25742,48
1271,318,156,3,31923,25
1272,667,416,2,43320,46
1273,455,302,4,4685,31
1274,942,393,3,36062,6
1275,256,34,4,4044,25
1276,271,398,4,49033,0
1277,529,470,2,41124,30
1278,121,338,5,20330,7
1279,123,193,3,12069,8
1280,439,442,1,21858,28
1281,351,234,4,41222,19
1282,52,22,2,1189,12
1283,392,137,3,14976,34
1284,850,56,4,35761,33
1285,954,258,1,23463,5
1286,403,392,3,34936,40
1287,593,369,5,47202,27
1288,10,257,4,28554,31
1289,992,184,2,7166,48
1290,789,87,3,44141,32
1291,409,179,2,44799,17
1292,500,221,1,1414,1
1293,20,427,3,8360,31
1294,391,56,3,21953,43
1295,597,138,3,48183,34
1296,854,121,3,18953,4
1297,925,117,2,5127,12
1298,731,268,1,28604,26
1299,340,194,5,27272,26
1300,42,38,3,25582,28
1301,906,443,2,552,39
1302,884,237,2,40055,37
1303,986,83,1,35596,32
1304,942,107,1,36394,2
1305,694,154,2,48122,48
1306,302,468,4,7822,49
1307,604,270,5,7849,32
1308,810,113,2,14617,2
1309,136,280,-5,32690,1
1310,846,356,3,1869,43
1311,455,299,4,48326,14
1312,167,100,3,5445,1
1313,891,33,5,14737,7
1314,616,23,2,17995,38
1315,804,235,5,36611,15
1316,613,129,1,22933,34
1317,369,436,4,36160,3
1318,647,172,3,16181,11
1319,198,438,4,42859,43
1320,409,226,2,38220,3
1321,1000,37,5,1602,28
1322,94,471,3,33262,28
1323,809,334,1,48442,38
1324,882,9,3,11688,42
1325,776,141,3,20932,49
1326,82,130,3,16859,40
1327,875,351,2,31813,42
1328,505,124,4,31051,9
1329,574,278,2,45122,19
1330,457,228,1,15926,39
1331,200,212,4,35291,13
1332,394,137,2,30060,45
1333,917,373,2,21173,20
1334,904,416,1,45401,47
1335,155,300,5,11568,16
1336,323,242,4,15154,44
1337,892,364,5,29814,48
1338,610,15,2,14630,11
1339,200,174,2,37559,45
1340,919,142,2,1423,40
1341,775,100,4,15142,21
1342,942,474,1,14383,46
1343,898,305,3,667,25
1344,163,207,4,2734,41
1345,435,122,3,12197,49
1346,632,374,1,10675,24
1347,532,431,5,39462,33
1348,656,244,5,28019,36
1349,995,273,2,18742,8
1350,789,201,3,13904,18
1351,455,484,3,36493,50
1352,554,160,3,36694,23
1353,747,333,1,9310,34
1354,923,489,5,43092,6
1355,383,274,5,6089,31
1356,14,33,5,26002,43
1357,976,195,3,354,27
1358,501,251,5,13298,25
1359,391,165,5,38409,22
1360,550,155,5,29334,40
1361,342,251,4,5026,4
1362,303,144,3,11743,39
1363,651,481,1,14307,46
1364,658,272,2,20547,42
1365,628,342,2,41999,17
1366,493,190,2,19345,50
1367,440,418,5,46354,11
1368,864,122,1,16241,16
1369,142,278,5,3486,5
1370,341,451,5,48868,33
1371,348,172,3,39939,20
1372,279,93,4,41421,48
1373,345,116,5,17978,16
1374,746,36,2,39928,24
1375,949,459,4,38633,30
1376,110,24,2,28372,21
1377,682,294,1,49036,44
1378,375,500,1,14776,45
1379,439,390,1,37303,49
1380,130,94,2,6009,18
1381,244,213,5,12864,21
1382,805,88,5,12794,38
1383,275,44,3,35806,49
1384,495,37,5,41987,17
1385,809,82,5,44418,23
1386,620,337,3,44752,34
1387,1003,297,4,41406,26
1388,892,453,1,12308,44
1389,101,483,1,35596,11
1390,193,308,2,41019,9
1391,766,276,1,12674,0
1392,781,481,2,47335,13
1393,757,269,1,22959,17
1394,195,488,4,27186,9
1395,533,310,3,46090,0
1396,745,301,2,11466,9
1397,52,242,1,32183,45
1398,186,196,5,13922,11
1399,224,298,2,1965,43
1400,281,267,3,13577,7
1401,400,165,4,14496,30
1402,952,116,2,19463,49
1403,76,187,2,29241,4
1404,572,109,1,24375,38
1405,1,143,5,41204,21
1406,792,113,1,37627,24
1407,49,359,1,28322,4
1408,19,119,5,19190,38
1409,828,221,4,18089,35
1410,372,171,3,7027,42
1411,219,199,4,33058,44
1412,497,92,3,17656,6
1413,239,187,1,10175,4
1414,684,481,5,23115,38
1415,852,337,2,19643,38
1416,9,18,4,36153,15
1417,427,294,3,37962,42
1418,876,31,4,19347,10
1419,479,90,2,37077,35
1420,659,166,2,48012,3
1421,999,135,1,23144,17
1422,140,46,3,1516,8
1423,787,53,1,17587,3
1424,505,113,5,24972,17
1425,253,469,4,43645,44
1426,619,260,3,34026,10
1427,259,489,2,25977,40
1428,861,94,3,24384,45
1429,581,489,4,47337,5
1430,690,447,5,42747,45
1431,920,26,3,32718,45
1432,641,23,2,2067,38
1433,957,278,5,30432,10
1434,806,226,5,47862,19
1435,798,347,4,36398,46
1436,520,495,4,8538,22
1437,187,37,5,19311,21
1438,950,228,5,34134,45
1439,762,261,4,29681,12
1440,875,208,1,7601,14
1441,52,231,1,43251,37
1442,510,399,4,23610,30
1443,677,188,1,41432,29
1444,849,84,4,37581,14
1445,994,436,-5,48130,50
1446,584,47,3,9855,20
1447,717,456,2,32682,43
1448,619,255,3,36587,24
1449,743,440,2,31390,42
1450,827,75,3,27239,27
1451,557,127,2,43234,2
1452,989,69,3,24254,4
1453,168,242,1,43244,34
1454,241,63,4,21178,17
1455,1006,169,3,33853,22
1456,598,402,5,31022,35
1457,218,298,5,40420,0
1458,139,434,5,17500,46
1459,672,137,1,4979,42
1460,592,293,5,17499,33
1461,816,170,1,18498,48
1462,72,448,-1,7140,22
1463,560,295,3,31088,26
1464,140,71,2,2897,0
1465,786,98,5,48432,24
1466,197,129,1,23042,13
1467,92,129,2,17483,22
1468,423,449,5,29351,38
1469,598,296,1,15047,21
1470,797,101,1,279,31
1471,783,423,2,16718,30
1472,940,143,3,16472,17
1473,505,320,2,12147,2
1474,987,53,1,47922,40
1475,885,265,2,41412,43
1476,74,276,-4,10027,4
1477,864,297,3,10885,15
1478,874,150,1,32195,22
1479,73,387,3,13646,2
1480,975,217,5,19948,49
1481,961,462,5,13505,24
1482,59,180,1,36686,0
1483,317,197,1,9633,14
1484,685,155,1,43835,27
1485,714,474,3,3000,28
1486,535,482,5,14919,14
1487,609,33,2,30314,16
1488,838,451,5,36157,45
1489,566,292,4,47965,42
1490,747,127,4,8216,16
1491,263,370,1,23140,39
1492,67,367,2,17043,0
1493,838,125,5,44870,49
1494,464,415,4,42263,40
1495,310,320,3,34511,0
1496,182,439,3,26892,18
1497,119,265,4,45585,43
1498,714,214,4,29209,23
1499,808,275,5,6627,44
1500,655,107,2,30939,0
1501,881,482,4,13744,25
1502,252,92,5,30444,42
1503,545,103,1,45187,23
1504,192,24,3,33251,40
1505,282,345,5,21730,3
1506,586,399,1,39716,19
1507,964,124,3,45916,33
1508,1002,204,5,46213,48
1509,619,125,1,7555,37
1510,67,65,3,14386,50
1511,123,415,4,33023,32
1512,554,243,2,46336,3
1513,851,163,2,33908,0
1514,674,104,2,1673,9
1515,801,308,1,49469,10
1516,254,392,2,6337,21
1517,420,61,4,23727,8
1518,689,382,1,25264,45
1519,968,53,4,4841,44
1520,532,390,3,46315,13
1521,13,297,4,7958,37
1522,756,383,2,37839,0
1523,919,384,3,40395,31
1524,572,19,2,42807,10
1525,747,415,2,12162,18
1526,698,116,5,11793,4
1527,241,342,4,3399,33
1528,985,45,1,4667,0
1529,726,405,2,28496,33
1530,889,429,4,8397,48
1531,723,172,2,25753,31
1532,976,163,3,35584,12
1533,741,397,2,14334,44
1534,211,423,-3,27204,11
1535,593,118,2,11898,11
1536,243,80,2,7674,11
1537,248,272,2,24039,8
1538,276,123,1,46098,6
1539,270,354,3,443,13
1540,930,32,4,30150,42
1541,688,6,1,3099,17
1542,578,377,1,920,44
1543,313,480,5,43328,17
1544,779,9,3,48848,19
1545,907,37,2,33675,39
1546,602,486,5,38976,8
1547,704,417,5,47661,17
1548,412,299,2,5747,3
1549,706,329,2,40070,13
1550,848,418,2,42097,48
1551,467,375,1,49573,10
1552,892,275,5,22319,33
1553,232,167,5,23961,46
1554,198,98,5,24005,34
1555,159,274,5,3477,28
1556,855,226,1,7483,19
1557,615,51,1,10560,47
1558,308,330,4,46808,15
1559,535,118,3,26074,30
1560,424,242,4,33602,14
1561,383,134,4,11857,36
1562,891,182,5,45176,24
1563,895,388,4,22601,2
1564,750,495,1,29739,21
1565,802,291,4,1378,18
1566,202,71,1,42107,15
1567,710,96,3,36763,16
1568,957,94,1,43536,48
1569,106,224,2,30725,18
1570,359,395,1,15058,39
1571,123,168,3,5159,28
1572,430,322,4,36545,14
1573,114,154,5,41352,36
1574,544,391,3,14273,1
1575,837,240,1,5495,21
1576,142,78,2,7571,14
1577,134,375,3,34615,28
1578,949,394,4,49318,27
1579,347,281,5,16852,24
1580,556,322,5,37550,6
1581,254,148,5,44562,48
1582,9,483,1,42319,27
1583,61,423,3,13228,14
1584,878,268,3,31076,15
1585,713,284,2,32989,32
1586,786,83,3,18674,49
1587,430,500,1,37679,3
1588,452,393,4,31890,32
1589,970,65,4,17156,7
1590,612,430,5,21221,27
1591,911,318,2,36808,34
1592,760,284,2,47873,47
1593,317,395,3,7183,13
1594,225,446,2,42689,35
1595,599,273,3,46426,16
1596,233,34,5,15463,27
1597,609,332,2,24088,12
1598,755,172,4,27841,38
1599,438,284,1,40151,28
1600,502,366,-5,2060,49
1601,89,15,2,37290,37
1602,410,397,3,16101,41
1603,133,488,3,35798,26
1604,490,99,3,17773,9
1605,589,349,2,41749,40
1606,163,61,2,15451,46
1607,954,500,1,12949,22
1608,867,119,1,36364,17
1609,132,443,1,10610,21
1610,657,19,3,40395,35
1611,110,488,2,13061,49
1612,211,242,1,36363,20
1613,203,181,4,44488,17
1614,533,107,3,40380,32
1615,15,429,5,8673,29
1616,419,340,3,32494,0
1617,108,260,1,11169,12
1618,659,482,3,40123,21
1619,515,443,2,40328,23
1620,861,387,5,13533,47
1621,976,266,5,40397,8
1622,707,275,4,26377,27
1623,168,30,4,14723,1
1624,1008,357,3,35108,8
1625,442,100,2,1973,38
1626,372,499,5,34758,36
1627,577,493,2,8820,1
1628,371,243,5,24131,18
1629,176,349,4,39642,17
1630,626,127,2,15697,35
1631,73,324,2,9907,39
1632,56,68,2,20107,36
1633,279,391,3,11550,22
1634,73,420,3,610,29
1635,49,100,3,22791,36
1636,581,73,4,33505,43
1637,398,381,5,44526,39
1638,727,119,2,2364,47
1639,270,193,4,45030,12
1640,478,449,3,3808,22
1641,916,167,3,38021,2
1642,739,223,3,36162,21
1643,988,231,5,7661,23
1644,756,163,2,36110,39
1645,689,197,2,49068,33
1646,389,414,5,39002,32
1647,636,186,3,40783,30
1648,302,447,2,27570,25
1649,507,27,2,26050,36
1650,601,484,1,48951,7
1651,584,411,2,15921,32
1652,614,104,4,8591,30
1653,980,131,4,40375,7
1654,146,50,5,13484,8
1655,275,292,3,19897,13
1656,720,197,3,33347,27
1657,602,227,5,46172,34
1658,25,43,3,9148,2
1659,111,352,2,1313,35
1660,102,55,4,7836,28
1661,810,234,-1,9284,42
1662,690,47,4,5116,33
1663,123,104,1,25146,12
1664,884,263,4,34399,8
1665,582,123,1,3448,9
1666,63,188,1,14757,2
1667,120,140,1,42079,10
1668,554,3,2,9220,41
1669,359,42,3,48108,30
1670,639,287,4,41213,29
1671,434,181,4,8425,18
1672,168,14,5,45001,32
1673,485,423,3,41507,15
1674,315,316,4,11456,42
1675,388,157,1,36816,2
1676,295,111,3,23430,12
1677,369,474,3,34265,36
1678,792,244,2,12400,2
1679,51,287,4,15863,6
1680,967,58,3,37240,13
1681,692,261,3,29850,1
1682,650,411,2,48262,1
1683,335,110,4,5745,2
1684,206,196,2,1946,7
1685,446,251,5,28233,17
1686,610,428,2,8897,4
1687,647,464,5,9940,14
1688,758,315,1,27275,45
1689,973,306,3,8316,40
1690,126,357,1,22411,29
1691,579,423,2,9511,47
1692,935,77,5,12338,43
1693,944,449,3,6038,14
1694,294,370,1,14950,27
1695,969,122,1,37199,49
1696,917,243,5,11055,11
1697,739,122,2,14950,18
1698,693,411,3,29843,38
1699,289,156,2,46926,29
1700,564,78,3,4299,25
1701,894,24,2,514,8
1702,806,412,5,32203,2
1703,752,449,4,12376,2
1704,944,344,1,48686,40
1705,56,370,3,46164,20
1706,45,441,5,35826,11
1707,602,394,4,19405,31
1708,67,293,4,16560,41
1709,475,421,5,43051,33
1710,18,455,1,46174,5
1711,792,49,4,49373,48
1712,435,54,1,218,13
1713,640,131,2,10707,8
1714,48,361,2,33484,12
1715,660,349,2,38454,8
1716,561,434,-2,32054,28
1717,562,46,2,46474,2
1718,782,58,1,18660,3
1719,263,249,4,13428,15
1720,727,153,1,9268,16
1721,860,75,1,9499,9
1722,41,366,1,5887,29
1723,465,63,4,18733,2
1724,826,390,2,26566,35
1725,771,216,3,25830,36
1726,154,183,4,38116,40
1727,849,491,1,17537,16
1728,442,473,4,8882,37
1729,921,137,2,11232,39
1730,322,160,2,13772,29
1731,637,427,2,45684,29
1732,997,136,4,35363,10
1733,127,160,2,15036,32
1734,438,434,5,40548,45
1735,187,106,1,9221,12
1736,764,159,4,40684,11
1737,389,132,5,9675,13
1738,247,41,3,3566,23
1739,826,399,3,30131,50
1740,933,240,1,46661,36
1741,976,293,2,30493,14
1742,821,467,5,1535,3
1743,30,258,4,48018,26
1744,495,304,2,46891,29
1745,988,458,5,19515,49
1746,625,98,2,24452,23
1747,934,249,4,23484,4
1748,755,334,5,30146,43
1749,529,140,4,7006,17
1750,533,380,4,9056,48
1751,506,117,5,12770,14
1752,127,471,4,32357,30
1753,919,305,1,2053,40
1754,711,154,1,37670,10
1755,580,294,5,46659,6
1756,344,267,3,9327,10
1757,580,496,5,18449,23
1758,185,390,2,13492,2
1759,277,253,3,4474,4
1760,71,393,2,37026,11
1761,264,71,5,46788,19
1762,957,341,4,23252,27
1763,621,495,3,14975,26
1764,505,86,5,3299,18
1765,447,70,5,22876,45
1766,195,377,-4,36333,44
1767,569,300,1,38429,23
1768,518,263,4,3570,12
1769,861,396,5,12631,35
1770,672,45,1,22259,25
1771,712,252,1,245,6
1772,966,33,2,42250,34
1773,597,452,4,22548,46
1774,302,182,5,6505,25
1775,262,443,5,36696,1
1776,5,182,-2,18412,43
1777,369,455,5,7433,24
1778,130,67,3,42181,23
1779,933,152,3,5790,12
1780,230,337,2,34120,14
1781,593,434,4,40321,12
1782,383,240,1,27731,31
1783,294,222,1,934,0
1784,449,161,1,26083,13
1785,316,8,5,24443,8
1786,507,117,3,9677,17
1787,916,369,2,2203,21
1788,632,374,3,12211,3
1789,490,147,2,41121,41
1790,484,178,4,9874,18
1791,497,141,5,27772,18
1792,98,445,4,28758,14
1793,64,113,2,16673,6
1794,475,255,1,28858,9
1795,89,264,3,34241,22
1796,354,398,1,11232,49
1797,246,54,3,20758,22
1798,62,71,5,17839,22
1799,755,437,3,36427,37
1800,76,316,2,3421,12
1801,655,354,2,1143,21
1802,668,157,5,40132,18
1803,217,267,3,13725,8
1804,526,12,4,24526,22
1805,743,157,1,42210,14
1806,291,313,2,37843,49
1807,6,262,1,19239,15
1808,897,159,4,46646,22
1809,335,333,1,6428,16
1810,244,233,5,24641,10
1811,704,78,5,47685,49
1812,802,139,3,4668,47
1813,829,58,4,32757,1
1814,107,257,1,17791,40
1815,850,166,5,45653,10
1816,117,488,4,35400,21
1817,460,46,-2,43814,43
1818,573,479,4,6922,26
1819,337,306,5,28500,5
1820,668,313,3,36560,43
1821,764,266,4,8975,25
1822,786,99,5,24074,24
1823,670,98,5,40237,37
1824,355,325,2,15571,33
1825,265,134,1,28731,14
1826,264,171,1,49149,8
1827,757,464,2,21523,32
1828,162,467,3,31943,42
1829,720,184,5,33847,9
1830,524,235,5,20246,24
1831,712,150,1,32224,35
1832,756,225,-5,33043,19
1833,557,326,3,13807,16
1834,832,286,3,6177,2
1835,260,403,1,11903,41
1836,471,175,4,27154,18
1837,60,146,1,12203,4
1838,462,497,4,2628,21
1839,951,16,4,16934,50
1840,458,81,4,30350,35
1841,730,442,1,30865,40
1842,110,221,1,31089,46
1843,913,403,2,35961,30
1844,945,378,5,45077,11
1845,62,331,4,30238,6
1846,1020,269,4,5876,44
1847,667,32,2,1653,15
1848,780,66,1,45846,34
1849,575,347,-3,5559,11
1850,191,153,2,9982,50
1851,896,459,5,47565,8
1852,389,476,3,18263,21
1853,971,417,2,20037,49
1854,67,431,1,34361,43
1855,321,460,1,2553,19
1856,734,211,1,4869,27
1857,331,414,1,30522,14
1858,321,10,3,3071,32
1859,163,230,5,41676,8
1860,576,493,5,16331,46
1861,834,172,4,20894,39
1862,471,469,4,43499,25
1863,746,91,3,27595,16
1864,201,330,1,29458,47
1865,334,24,2,41805,39
1866,441,58,1,46658,21
1867,680,127,4,13258,6
1868,73,78,5,17701,26
1869,33,421,4,46982,40
1870,34,258,1,5121,5
1871,322,244,-2,41600,13
1872,352,151,2,5085,4
1873,440,259,5,5619,21
1874,69,275,4,22425,9
1875,512,427,5,25144,14
1876,990,396,3,9808,17
1877,740,157,3,30282,13
1878,695,351,3,47612,42
1879,915,353,5,37574,18
1880,407,481,1,7576,6
1881,670,479,4,47884,33
1882,227,202,5,23517,39
1883,984,181,3,45990,22
1884,732,222,1,1525,15
1885,253,165,4,136,0
1886,771,368,4,4905,49
1887,488,290,5,45617,5
1888,290,60,5,6865,40
1889,532,142,-5,30308,14
1890,456,448,4,4983,15
1891,603,86,5,10784,49
1892,241,19,4,32595,2
1893,737,134,4,12354,14
1894,123,1,2,34729,14
1895,815,57,2,47495,50
1896,637,402,2,46557,26
1897,774,495,4,32321,12
1898,277,364,3,42746,28
1899,229,410,5,44628,32
1900,689,16,4,18070,14
1901,847,253,2,48550,26
1902,470,325,1,21871,0
1903,560,25,1,22371,22
1904,1009,380,1,18541,1
1905,466,91,3,11485,41
1906,803,404,4,46562,23
1907,583,480,5,16916,30
1908,499,450,5,33193,10
1909,970,297,3,34679,21
1910,951,160,5,27589,21
1911,493,28,3,32909,3
1912,620,104,4,36162,45
1913,991,490,4,25557,16
1914,748,370,2,27511,10
1915,763,323,4,5470,39
1916,325,8,4,48895,24
1917,526,244,2,47655,3
1918,229,171,1,21837,42
1919,471,94,3,29692,20
1920,438,154,3,21597,48
1921,53,1,2,33833,2
1922,856,407,4,9696,41
1923,976,114,2,29345,15
1924,234,185,3,10260,12
1925,439,70,1,43952,25
1926,930,338,5,30990,20
1927,851,35,-1,24320,4
1928,468,254,4,9097,44
1929,576,189,2,18331,16
1930,684,22,2,6943,14
1931,895,293,1,45201,29
1932,338,95,1,16158,30
1933,742,208,4,16341,38
1934,58,331,3,37373,23
1935,619,4,-4,9045,12
1936,197,456,2,1313,26
1937,62,418,5,12727,6
1938,881,207,5,34095,13
1939,512,234,4,40688,41
1940,694,401,5,38959,46
1941,354,343,5,20442,49
1942,586,331,4,18218,29
1943,62,89,-1,17071,18
1944,968,181,2,31528,32
1945,26,349,5,39099,13
1946,903,196,4,38023,19
1947,311,319,1,8922,10
1948,61,208,4,19189,1
1949,861,34,4,44087,39
1950,599,266,2,6837,43
1951,270,242,1,30668,33
1952,940,419,1,26013,28
1953,613,110,4,39548,34
1954,772,346,5,385,29
1955,51,61,3,14461,33
1956,236,113,3,14597,20
1957,265,41,1,43296,2
1958,135,138,-4,46853,4
1959,529,152,5,24590,16
1960,738,1,4,29600,16
1961,1015,333,5,25656,31
1962,157,394,4,21361,24
1963,673,237,3,44372,12
1964,964,124,1,9395,27
1965,221,463,3,44821,6
1966,194,26,1,7541,15
1967,647,81,1,43098,48
1968,386,109,4,25893,48
1969,326,28,5,19484,36
1970,738,372,1,47036,14
1971,862,39,2,30870,31
1972,903,337,3,13279,38
1973,645,440,3,47220,19
1974,266,254,1,28275,5
1975,539,179,1,20938,44
1976,99,214,3,16354,16
1977,480,339,5,10241,45
1978,619,278,4,28915,40
1979,766,75,-1,21032,34
1980,701,181,1,303,25
1981,907,91,3,32624,20
1982,296,188,5,35845,13
1983,420,55,4,15418,13
1984,589,164,-3,16667,6
1985,505,290,5,40141,47
1986,643,404,2,31918,47
1987,372,56,4,6702,22
1988,917,31,2,30369,21
1989,803,268,5,7082,32
1990,554,299,4,26832,10
1991,200,287,2,1911,35
1992,4,9,4,45522,48
1993,505,83,1,45871,14
1994,36,480,4,25467,48
1995,518,306,2,33261,8
1996,466,277,2,45745,0
1997,777,130,3,10079,4
1998,207,344,5,41611,6
1999,602,160,1,6133,12
2000,35,309,5,49239,23
2001,418,445,2,38159,23
2002,731,4,2,1304,11
2003,440,387,-3,36288,46
2004,840,68,5,39282,1
2005,728,466,3,12378,16
2006,297,101,-1,3292,3
2007,710,403,1,41804,31
2008,774,471,2,35235,6
2009,923,386,4,12765,39
2010,782,107,2,19029,28
2011,73,106,3,8096,1
2012,1007,468,3,48857,39
2013,397,468,4,46425,9
2014,621,32,2,13950,1
2015,201,313,4,9946,42
2016,133,338,-4,31419,21
2017,851,28,2,9281,13
2018,568,218,3,8162,28
2019,136,420,5,451,38
2020,494,487,5,26255,50
2021,909,463,3,23215,20
2022,553,252,4,20276,27
2023,623,382,5,2503,35
2024,29,174,1,49446,14
2025,127,340,5,47413,41
2026,455,451,1,9407,24
2027,511,79,3,44268,39
2028,913,87,2,24430,14
2029,574,476,4,16865,38
2030,805,51,2,9089,45
2031,826,214,1,33307,42
2032,729,409,5,22845,5
2033,821,277,2,47263,6
2034,127,354,3,35683,27
2035,961,259,1,26335,44
2036,899,183,3,4267,12
2037,486,360,1,36907,8
2038,701,216,1,31418,0
2039,969,218,3,4209,6
2040,409,89,3,13517,47
2041,694,66,1,9279,27
2042,402,102,3,22022,41
2043,516,299,2,35451,26
2044,634,210,2,41592,20
2045,875,153,3,3008,45
2046,203,42,3,48470,22
2047,205,155,-4,12722,20
2048,951,184,3,42006,2
2049,717,64,5,39677,14
2050,59,52,4,29565,2
2051,927,97,1,23045,14
2052,779,254,5,12600,9
2053,731,26,2,4686,23
2054,687,300,5,3689,23
2055,979,36,2,38798,30
2056,250,79,5,49232,8
2057,713,477,4,18355,28
2058,856,329,3,31468,12
2059,846,382,1,4031,20
2060,739,18,4,27133,47
