transaction_id,customer_id,amount,transaction_date,status
TXN0007803,CRM003897,,2024-04-26,completed
TXN0009680,CRM002242,142.41,2024-04-05,refunded
TXN0008924,CRM007595,1038.06,2024-04-07,completed
TXN0004228,CRM007354,544.27,2023-06-16,completed
TXN0005309,CRM002904,912.78,2023-02-03,completed
TXN0003544,GHOST01086,13.13,2024-03-05,pending
TXN0003311,CRM004711,1483.6,2022-06-03,pending
TXN0002556,CRM002868,493.27,2023-04-19,failed
TXN0006630,CRM005037,857.66,2022-11-09,pending
TXN0010900,CRM009214,48.22,2022-11-12,completed
TXN0002183,CRM007787,309.22,2022-02-05,completed
TXN0004338,CRM003369,29.93,2023-03-01,completed
TXN0001946,CRM005699,138.02,2022-04-18,completed
TXN0000025,CRM009181,831.23,2024-04-22,pending
TXN0006311,CRM005808,403.0,2024-06-06,completed
TXN0011349,CRM006358,,2023-10-27,pending
TXN0001347,CRM010315,391.63,2023-12-09,completed
TXN0005863,CRM001689,130.27,2023-08-20,completed
TXN0000813,GHOST01048,17.61,2022-01-09,completed
TXN0005974,CRM006289,21.4,2023-09-18,completed
TXN0004748,CRM005290,111.02,2022-06-12,completed
TXN0009742,CRM009203,87.1,2022-04-14,pending
TXN0007121,CRM004601,169.6,2023-10-23,failed
TXN0002585,CRM000593,357.91,2022-06-11,failed
TXN0007745,CRM007479,121.22,2022-07-10,completed
TXN0009311,CRM002902,820.5,2023-05-16,completed
TXN0008607,CRM008944,352.8,2022-01-11,completed
TXN0008402,CRM008603,488.14,2022-01-31,pending
TXN0004618,CRM002944,63.92,2024-01-29,pending
TXN0011261,CRM001045,3297.34,2024-05-19,pending
TXN0007355,CRM002321,103.92,2024-03-01,failed
TXN0002017,CRM002028,226.76,2023-06-04,completed
TXN0011682,CRM000443,160.84,2024-02-13,completed
TXN0005247,CRM004546,147.91,2022-07-01,completed
TXN0010737,CRM006387,764.43,2022-05-01,completed
TXN0003056,CRM006883,110.28,2023-07-02,completed
TXN0006317,CRM005385,4852.97,2022-01-02,completed
TXN0004900,CRM008085,258.61,2022-01-21,completed
TXN0011999,CRM004443,48.54,2023-12-05,completed
TXN0007327,GHOST00876,277.73,2023-03-06,refunded
TXN0005557,CRM005050,3317.97,2022-04-11,completed
TXN0003444,CRM009379,115.07,2022-03-14,completed
TXN0009657,CRM005999,1668.27,2023-05-07,completed
TXN0010787,CRM003246,584.17,2023-07-21,refunded
TXN0006607,CRM001349,69.41,2022-06-11,pending
TXN0007500,GHOST00143,316.67,2024-01-05,completed
TXN0007107,CRM005893,457.37,2024-04-11,completed
TXN0005711,CRM003039,130.07,2022-09-15,completed
TXN0001263,CRM008476,1740.99,2022-07-02,completed
TXN0011564,CRM001455,367.96,2023-01-28,completed
TXN0009592,CRM004698,3209.27,2022-03-22,completed
TXN0003600,CRM004952,1926.99,2022-03-06,completed
TXN0008168,CRM006579,388.6,2023-06-21,completed
TXN0003904,CRM007837,1428.98,2022-11-11,completed
TXN0005582,CRM009139,892.92,2023-11-28,completed
TXN0009866,CRM006143,111.71,2022-10-22,failed
TXN0003951,CRM003125,191.47,2023-04-06,failed
TXN0001348,CRM008820,369.85,2024-05-01,refunded
TXN0011769,CRM001789,42.24,2022-09-13,completed
TXN0009114,CRM002148,231.71,2022-02-04,completed
TXN0004807,CRM000088,41.92,2023-10-14,completed
TXN0007156,CRM006746,1489.24,2022-08-21,completed
TXN0010500,CRM004960,174.55,2022-06-20,completed
TXN0004389,CRM009459,103.11,2022-06-14,completed
TXN0003437,CRM008157,742.82,2024-02-14,completed
TXN0001882,CRM005660,212.8,2023-01-27,completed
TXN0007017,CRM007370,54.72,2023-01-19,completed
TXN0001353,CRM004612,504.03,2022-12-19,completed
TXN0003121,CRM002010,1093.14,2024-06-17,completed
TXN0003969,CRM005687,175.03,2022-10-19,failed
TXN0002385,CRM005163,84.85,2022-03-09,completed
TXN0002904,GHOST01193,360.1,2022-03-30,completed
TXN0011664,CRM007523,293.54,2023-07-04,completed
TXN0011012,CRM007006,802.69,2023-09-06,pending
TXN0002667,GHOST01189,837.01,2023-08-25,completed
TXN0009740,CRM005800,124.82,2022-03-23,completed
TXN0001379,CRM000277,201.85,2023-03-26,refunded
TXN0007772,CRM004789,113.08,2022-07-11,completed
TXN0000762,CRM005090,,2024-01-05,refunded
TXN0000995,CRM004929,398.47,2022-01-03,completed
TXN0000259,CRM003514,1796.6,2024-02-12,failed
TXN0007677,CRM003407,298.25,2023-12-25,refunded
TXN0002160,CRM006530,1581.56,2022-11-29,completed
TXN0000900,CRM001000,698.14,2023-09-09,completed
TXN0003527,CRM006352,1630.36,2023-12-01,completed
TXN0004972,CRM001808,33.84,2022-01-30,completed
TXN0008884,CRM001216,1135.52,2024-01-25,completed
TXN0003646,CRM000051,47.89,2024-02-20,completed
TXN0011522,CRM005387,,2022-04-24,completed
TXN0011215,GHOST01122,37.05,2022-09-04,failed
TXN0003494,CRM004705,415.45,2022-04-22,completed
TXN0005896,GHOST01045,126.29,2023-09-22,failed
TXN0006353,CRM004528,136.81,2024-06-19,completed
TXN0005479,GHOST00001,263.18,2023-11-13,completed
TXN0009717,CRM002571,996.11,2023-04-23,completed
TXN0004855,CRM009635,59.38,2023-04-22,completed
TXN0005595,CRM010420,87.67,2024-06-27,completed
TXN0010858,CRM001852,217.71,2023-05-06,completed
TXN0006826,CRM006965,350.82,2023-09-16,pending
TXN0010223,CRM005300,137.02,2022-02-08,pending
TXN0010727,CRM005667,147.53,2023-08-22,pending
TXN0009063,CRM007786,329.09,2023-03-02,failed
TXN0008437,CRM010478,680.11,2023-03-16,completed
TXN0003507,CRM008360,548.45,2022-11-03,completed
TXN0011322,CRM005885,90.93,2023-10-10,failed
TXN0001828,GHOST00985,91.56,2023-03-31,completed
TXN0000461,CRM003370,170.49,2022-04-28,completed
TXN0005118,CRM008551,812.75,2022-03-02,completed
TXN0000059,CRM009636,372.46,2022-12-08,completed
TXN0003196,CRM000782,51.74,2022-05-28,completed
TXN0002934,CRM000261,100.03,2022-06-22,completed
TXN0007557,CRM004622,351.79,2024-01-10,completed
TXN0000491,CRM000075,28.62,2023-04-28,completed
TXN0002585,CRM000593,357.91,2022-06-11,failed
TXN0009447,CRM007869,14.46,2023-10-23,failed
TXN0008300,CRM003008,1195.25,2023-02-23,completed
TXN0004831,CRM004321,274.54,2023-09-29,pending
TXN0005681,CRM000811,431.91,2023-11-28,completed
TXN0005639,CRM006039,53.48,2022-07-21,completed
TXN0007852,CRM009684,88.61,2023-04-08,completed
TXN0005946,CRM009062,91.35,2022-08-24,completed
TXN0000774,CRM003215,147.66,2023-09-06,completed
TXN0007189,CRM005389,79.37,2024-04-04,completed
TXN0010675,CRM001614,480.05,2024-04-26,refunded
TXN0000387,CRM001877,254.88,2022-10-28,pending
TXN0002529,CRM008823,43.6,2024-05-03,completed
TXN0006102,CRM009441,,2022-04-16,completed
TXN0006242,CRM006403,193.55,2022-05-14,completed
TXN0010351,CRM006062,179.28,2022-05-29,completed
TXN0003355,CRM006584,1899.7,2022-12-13,completed
TXN0003217,CRM007415,245.7,2023-12-01,completed
TXN0006396,CRM007673,201.59,2023-01-02,completed
TXN0004398,CRM009620,1781.82,2024-05-01,completed
TXN0005537,CRM009063,2158.39,2024-03-20,pending
TXN0009327,CRM003021,59.25,2023-05-24,completed
TXN0009196,CRM005980,84.91,2023-06-14,completed
TXN0002470,CRM007402,485.61,2023-04-28,completed
TXN0010559,CRM008134,769.98,2023-05-08,completed
TXN0011119,CRM005806,5309.76,2023-08-29,completed
TXN0006512,GHOST00224,25.82,2023-02-14,completed
TXN0006945,CRM002018,291.09,2022-07-26,completed
TXN0008859,CRM005188,319.0,2023-04-01,completed
TXN0011656,CRM009851,2246.96,2023-07-07,refunded
TXN0007802,GHOST00270,61.59,2023-05-18,completed
TXN0009574,GHOST00519,431.89,2024-05-03,pending
TXN0007310,CRM008921,1487.11,2023-08-18,failed
TXN0005317,CRM005092,553.12,2023-12-23,completed
TXN0006524,CRM007292,332.68,2022-09-02,completed
TXN0006106,CRM003037,416.41,2022-11-24,completed
TXN0000234,CRM009543,592.11,2022-08-16,completed
TXN0010432,CRM004077,291.98,2024-03-16,completed
TXN0002387,CRM002128,192.91,2023-09-07,pending
TXN0008550,CRM004332,28.0,2022-01-19,completed
TXN0003986,CRM002062,2650.8,2022-08-15,completed
TXN0005321,CRM002676,127.56,2024-05-01,completed
TXN0002721,CRM007789,209.43,2022-01-24,completed
TXN0001559,CRM003530,134.52,2022-06-19,completed
TXN0006019,CRM002441,502.55,2022-10-17,completed
TXN0011417,CRM008932,139.4,2023-10-17,completed
TXN0001741,CRM002414,155.4,2023-10-12,completed
TXN0000515,CRM001821,79.59,2022-10-12,completed
TXN0006844,CRM008583,276.89,2022-05-05,completed
TXN0001757,CRM005564,763.57,2023-07-16,pending
TXN0001937,CRM000947,454.23,2022-01-07,pending
TXN0004339,CRM001301,161.48,2022-03-31,completed
TXN0000529,CRM009262,153.55,2022-12-18,completed
TXN0009739,CRM006795,80.46,2023-12-14,completed
TXN0011710,CRM009939,182.98,2022-09-16,failed
TXN0008359,GHOST01179,34.9,2022-08-12,completed
TXN0008027,CRM008381,184.29,2022-01-08,refunded
TXN0006027,CRM007303,365.26,2023-12-20,completed
TXN0004388,CRM002956,2170.23,2023-07-25,pending
TXN0005717,CRM008998,394.92,2022-03-21,completed
TXN0007881,CRM002543,315.77,2024-02-24,pending
TXN0000489,CRM007579,233.2,2023-08-19,failed
TXN0005785,CRM000148,197.05,2024-04-20,completed
TXN0011927,CRM004051,120.38,2024-04-17,completed
TXN0003623,CRM002717,230.71,2023-12-04,completed
TXN0007452,CRM009042,1651.62,2022-12-02,completed
TXN0006230,CRM007529,172.33,2023-07-21,completed
TXN0002995,CRM008590,194.32,2022-12-15,completed
TXN0010589,GHOST00925,32.03,2023-01-17,failed
TXN0005755,CRM006313,272.06,2022-06-20,completed
TXN0000495,GHOST00327,421.38,2022-04-13,completed
TXN0010107,CRM002151,51.19,2022-05-31,pending
TXN0004865,GHOST01068,611.32,2024-01-28,pending
TXN0002649,GHOST00366,360.2,2024-04-13,completed
TXN0011067,CRM004842,104.49,2023-06-17,completed
TXN0005553,CRM005495,277.54,2024-03-10,completed
TXN0003940,CRM000808,8.06,2024-03-23,completed
TXN0005208,CRM007826,501.31,2022-10-23,completed
TXN0003567,CRM002927,20.08,2022-06-13,completed
TXN0006875,CRM009904,160.54,2022-03-18,completed
TXN0005906,CRM004828,739.87,2023-07-06,completed
TXN0011898,CRM007436,1134.43,2023-07-26,completed
TXN0010708,CRM008280,1217.29,2022-08-29,pending
TXN0001390,CRM001912,52.29,2023-11-01,refunded
TXN0009220,CRM007275,14.58,2022-04-25,completed
TXN0004700,CRM000010,653.58,2022-04-13,completed
TXN0003179,CRM010161,139.39,2024-01-18,completed
TXN0009069,CRM010181,182.43,2022-11-27,completed
TXN0003002,CRM008883,28.49,2022-07-05,completed
TXN0003885,CRM003196,113.02,2022-02-15,completed
TXN0004163,CRM005813,208.51,2022-04-21,pending
TXN0001660,CRM002527,307.04,2023-05-09,completed
TXN0004984,GHOST00451,764.92,2022-12-24,completed
TXN0002838,CRM008628,963.62,2023-10-13,completed
TXN0006565,GHOST00348,388.39,2023-08-16,completed
TXN0010732,CRM006352,533.74,2022-04-01,completed
TXN0003664,CRM008372,537.74,2022-06-22,failed
TXN0001715,CRM001035,190.93,2022-03-11,refunded
TXN0005930,CRM004224,175.38,2023-12-11,completed
TXN0010065,GHOST00333,91.5,2023-05-03,completed
TXN0001497,CRM007679,896.8,2022-06-14,completed
TXN0003862,CRM004920,2013.72,2024-01-27,completed
TXN0001052,CRM008009,1134.42,2023-09-19,pending
TXN0000728,CRM000174,133.98,2024-06-14,completed
TXN0011065,CRM004064,2187.59,2022-11-26,completed
TXN0001926,CRM004603,123.55,2023-09-29,completed
TXN0004809,CRM007303,1880.33,2023-08-23,pending
TXN0006660,CRM008069,234.76,2023-06-14,completed
TXN0010509,CRM010358,472.61,2024-01-31,failed
TXN0002184,CRM001797,190.53,2023-08-05,completed
TXN0002646,CRM009967,285.15,2022-04-18,completed
TXN0009890,CRM003943,269.15,2022-01-23,completed
TXN0001981,CRM009872,71.67,2023-06-25,completed
TXN0003038,CRM009539,137.9,2024-04-12,completed
TXN0006916,CRM007298,309.91,2023-01-20,completed
TXN0006632,GHOST01157,970.87,2023-11-19,completed
TXN0010897,CRM000345,566.56,2023-08-15,completed
TXN0003565,CRM008917,65.3,2023-10-30,completed
TXN0001469,CRM003584,1697.2,2022-06-10,completed
TXN0007916,CRM005396,230.5,2024-05-01,completed
TXN0005325,CRM005643,237.38,2022-03-25,completed
TXN0005122,CRM008952,25.56,2022-11-26,completed
TXN0002087,CRM007176,213.32,2024-04-16,completed
TXN0000615,CRM009279,163.07,2023-12-05,completed
TXN0001610,CRM009955,311.76,2024-05-07,completed
TXN0004194,CRM002963,106.52,2023-06-20,completed
TXN0001820,CRM007238,1808.6,2023-01-20,completed
TXN0010451,CRM008537,262.25,2022-05-23,completed
TXN0004568,CRM008295,135.27,2022-03-25,completed
TXN0008449,CRM000878,44.36,2022-04-21,failed
TXN0002120,CRM008417,206.2,2022-10-12,completed
TXN0004028,CRM006989,264.25,2023-04-02,completed
TXN0003219,CRM000657,121.18,2023-06-16,completed
TXN0011618,CRM005453,77.71,2022-08-19,completed
TXN0004742,CRM007375,1176.43,2023-07-14,completed
TXN0011726,CRM001344,416.07,2022-11-13,completed
TXN0003629,CRM006881,399.57,2024-01-08,completed
TXN0010081,CRM000316,296.72,2022-05-10,completed
TXN0009067,GHOST00252,170.41,2023-01-18,completed
TXN0005378,CRM003768,89.05,2023-08-26,completed
TXN0005424,CRM007180,110.89,2023-01-09,completed
TXN0007150,CRM004487,1276.72,2024-06-05,pending
TXN0007058,GHOST00962,165.88,2024-01-01,pending
TXN0000552,CRM001121,492.85,2024-06-18,completed
TXN0009632,CRM003328,222.96,2024-01-25,completed
TXN0000302,CRM009600,496.14,2022-02-25,completed
TXN0002914,GHOST00593,143.93,2023-05-30,completed
TXN0010580,CRM008154,84.55,2023-01-02,pending
TXN0002949,CRM003756,135.71,2023-10-02,completed
TXN0005018,CRM007002,244.93,2023-09-17,completed
TXN0009434,GHOST00675,342.75,2022-08-30,completed
TXN0008631,CRM002471,277.75,2022-05-04,completed
TXN0007849,GHOST00922,399.07,2023-02-28,pending
TXN0004064,CRM000179,58.41,2024-05-02,completed
TXN0005265,CRM010435,49.3,2022-05-28,completed
TXN0001356,CRM006670,111.72,2023-05-14,completed
TXN0010622,CRM005452,103.42,2022-04-10,completed
TXN0008583,CRM006541,754.35,2022-07-22,completed
TXN0004026,GHOST00741,55.23,2023-10-21,completed
TXN0005734,CRM006721,801.04,2023-04-28,pending
TXN0005004,CRM008746,1594.85,2022-02-23,completed
TXN0006667,CRM009094,970.45,2022-01-21,failed
TXN0008722,CRM003753,529.15,2023-10-24,pending
TXN0011214,CRM008181,135.56,2024-03-10,completed
TXN0011086,CRM005822,256.64,2024-04-28,failed
TXN0007997,CRM000757,1574.78,2022-03-23,completed
TXN0002295,GHOST00778,3133.35,2023-01-20,completed
TXN0005426,CRM005473,169.39,2023-03-05,completed
TXN0007584,CRM007242,262.77,2023-12-03,completed
TXN0008865,CRM005459,1537.9,2024-05-16,failed
TXN0006186,CRM009566,165.94,2022-10-31,failed
TXN0004313,CRM000175,414.93,2023-12-05,failed
TXN0003890,CRM004895,413.8,2023-05-31,completed
TXN0003572,CRM003133,44.58,2022-03-28,completed
TXN0000367,CRM003862,283.72,2023-04-17,completed
TXN0002527,CRM006571,63.81,2023-04-22,completed
TXN0003608,CRM005195,229.87,2024-05-07,failed
TXN0006690,CRM007902,215.52,2023-03-16,pending
TXN0010186,CRM003038,77.94,2024-04-16,completed
TXN0000863,CRM005446,286.34,2024-02-27,completed
TXN0009219,CRM000935,448.85,2022-01-12,completed
TXN0004479,CRM009352,76.35,2022-09-02,completed
TXN0009693,GHOST00440,829.39,2024-03-11,completed
TXN0002068,CRM008548,917.73,2024-05-24,completed
TXN0009437,GHOST00748,133.3,2023-12-06,completed
TXN0009789,GHOST00486,186.98,2022-07-26,failed
TXN0008872,CRM010066,811.26,2023-12-01,completed
TXN0002432,GHOST00722,351.6,2022-06-01,completed
TXN0005244,CRM006258,78.19,2022-09-03,completed
TXN0004866,CRM003827,353.9,2022-08-25,completed
TXN0010466,CRM005521,755.19,2022-10-07,completed
TXN0006266,CRM007589,4517.37,2022-11-24,completed
TXN0002978,GHOST00319,256.89,2024-01-22,completed
TXN0001950,CRM009109,681.5,2022-07-16,completed
TXN0009299,CRM007554,732.16,2023-01-03,completed
TXN0000164,CRM005421,371.96,2023-02-22,completed
TXN0004873,CRM005018,88.28,2023-07-23,pending
TXN0000132,CRM002508,73.77,2022-07-29,completed
TXN0010607,CRM006331,222.57,2023-11-13,completed
TXN0001492,CRM005946,144.7,2022-07-23,completed
TXN0006755,CRM004893,350.63,2023-12-08,completed
TXN0009923,CRM002524,98.12,2023-02-06,completed
TXN0002823,CRM009825,283.24,2023-10-07,failed
TXN0008628,CRM005812,449.01,2023-10-23,completed
TXN0009145,CRM000956,47.96,2022-04-01,refunded
TXN0005581,GHOST00693,231.01,2023-07-04,pending
TXN0003148,CRM009521,964.26,2022-10-11,pending
TXN0009749,CRM004085,11697.72,2023-11-11,failed
TXN0011681,CRM003246,25.62,2022-11-29,completed
TXN0005696,CRM007738,,2023-03-20,completed
TXN0010240,CRM004738,41.28,2023-04-13,completed
TXN0003364,CRM000096,212.13,2023-08-14,refunded
TXN0002023,CRM004296,815.89,2023-12-24,completed
TXN0003214,CRM008072,58.46,2023-05-17,refunded
TXN0005659,GHOST01126,706.82,2023-04-12,completed
TXN0010596,CRM001597,120.34,2024-01-13,completed
TXN0004197,CRM001871,279.89,2023-10-22,completed
TXN0006658,CRM005127,506.65,2023-02-07,completed
TXN0009648,GHOST00034,285.24,2023-02-01,completed
TXN0002327,CRM007913,111.31,2022-03-15,completed
TXN0007138,CRM007209,654.82,2024-02-20,completed
TXN0009746,GHOST00376,150.67,2023-05-27,completed
TXN0004991,CRM004444,1020.08,2024-04-14,completed
TXN0007079,CRM000050,88.63,2022-08-14,completed
TXN0003908,CRM005496,570.6,2022-12-11,completed
TXN0001595,CRM004432,92.4,2024-03-17,completed
TXN0008444,CRM009676,43.91,2023-07-13,completed
TXN0008696,CRM005612,61.75,2022-09-27,completed
TXN0008017,CRM004191,57.37,2024-05-23,completed
TXN0002335,CRM009160,136.32,2022-12-23,completed
TXN0007273,CRM008558,32.34,2023-02-08,completed
TXN0005133,GHOST00093,439.66,2023-07-17,completed
TXN0004571,GHOST00167,75.65,2023-01-04,completed
TXN0008506,CRM009649,139.6,2024-04-21,completed
TXN0004739,CRM006630,202.42,2022-05-15,completed
TXN0009569,GHOST00334,747.67,2023-07-13,completed
TXN0000624,CRM001897,756.0,2024-06-26,completed
TXN0004190,CRM001897,847.2,2024-06-10,pending
TXN0003642,CRM009005,412.52,2022-03-08,completed
TXN0010960,CRM003440,151.17,2022-03-22,completed
TXN0000404,CRM002217,314.17,2022-02-18,completed
TXN0011185,CRM005737,1157.26,2022-01-25,completed
TXN0009313,CRM009199,352.67,2023-08-22,pending
TXN0007891,CRM004126,502.8,2024-03-19,completed
TXN0005025,CRM010274,10.19,2023-12-13,failed
TXN0009808,CRM005527,206.95,2022-03-27,pending
TXN0005793,CRM004552,224.74,2023-08-06,completed
TXN0007482,CRM005011,170.04,2023-10-25,completed
TXN0010301,CRM010116,182.87,2023-05-19,completed
TXN0004362,GHOST00335,4273.64,2023-07-14,completed
TXN0006602,CRM007069,144.67,2022-11-09,failed
TXN0000188,CRM009123,210.44,2023-12-02,completed
TXN0002344,CRM004588,617.46,2023-02-23,pending
TXN0004181,GHOST00547,997.1,2022-08-30,pending
TXN0010954,GHOST00050,90.21,2023-04-17,completed
TXN0009452,CRM001037,371.23,2023-04-22,refunded
TXN0010385,CRM001466,226.7,2024-05-20,refunded
TXN0008435,CRM004496,559.65,2022-07-27,completed
TXN0004586,CRM001390,400.5,2023-07-03,completed
TXN0009167,CRM008245,289.33,2022-02-25,completed
TXN0000412,CRM005658,206.46,2023-09-04,completed
TXN0005576,CRM008608,622.92,2023-08-18,completed
TXN0003325,CRM008202,526.09,2023-07-21,completed
TXN0001687,CRM002369,63.87,2022-08-07,completed
TXN0003649,CRM003627,54.32,2022-11-03,completed
TXN0005660,CRM004798,1295.22,2023-02-19,completed
TXN0006996,CRM002800,244.34,2023-06-10,completed
TXN0007050,CRM000197,11.85,2023-03-21,completed
TXN0005433,CRM006608,90.14,2023-04-10,completed
TXN0005355,CRM000761,261.28,2024-02-28,completed
TXN0009914,CRM001863,3809.99,2023-11-25,pending
TXN0003749,CRM005423,,2023-03-22,completed
TXN0011358,CRM006759,1244.32,2022-12-23,completed
TXN0004035,CRM006938,3494.17,2022-02-17,completed
TXN0004023,CRM006256,2098.23,2022-07-10,completed
TXN0011209,CRM007891,172.59,2022-08-13,completed
TXN0009867,CRM004302,1416.23,2022-07-08,pending
TXN0008915,CRM005824,84.36,2022-09-27,pending
TXN0009132,CRM008400,154.04,2022-01-12,completed
TXN0008629,CRM008201,342.29,2024-05-01,completed
TXN0006222,CRM008217,405.53,2024-05-27,failed
TXN0002129,CRM001528,105.86,2023-08-01,completed
TXN0006520,CRM003862,184.48,2022-06-10,completed
TXN0008044,GHOST00023,3642.9,2022-02-05,completed
TXN0007730,CRM000451,60.91,2022-12-25,pending
TXN0001652,CRM009395,118.4,2023-07-08,completed
TXN0004892,CRM000349,109.55,2022-04-25,completed
TXN0001432,GHOST00624,317.8,2022-06-12,failed
TXN0009329,CRM000141,576.77,2022-09-21,pending
TXN0010275,CRM003103,439.98,2022-05-14,completed
TXN0010590,CRM001259,32.79,2022-04-25,refunded
TXN0001455,CRM005661,932.39,2022-01-14,completed
TXN0000834,CRM003939,31.68,2022-05-04,completed
TXN0009006,CRM010496,112.94,2023-11-24,failed
TXN0002091,CRM005762,315.11,2023-02-15,pending
TXN0005983,CRM005955,297.67,2022-09-28,completed
TXN0002723,CRM003170,431.43,2023-09-10,completed
TXN0004442,CRM008777,74.38,2023-07-27,completed
TXN0003108,CRM009983,770.12,2023-12-10,completed
TXN0004335,CRM003934,765.11,2023-11-21,refunded
TXN0009531,CRM003028,1074.17,2024-03-27,failed
TXN0004917,CRM001152,,2022-12-19,failed
TXN0007196,CRM000329,125.81,2023-10-31,completed
TXN0001760,CRM006366,4335.27,2024-04-13,completed
TXN0004386,CRM005297,,2023-05-06,completed
TXN0000064,CRM000744,283.97,2022-06-14,completed
TXN0007897,CRM004862,102.49,2023-08-13,completed
TXN0009486,GHOST00175,132.93,2022-11-10,completed
TXN0004648,CRM007623,288.11,2024-06-15,completed
TXN0002156,CRM004236,559.08,2023-01-02,completed
TXN0005021,CRM009718,873.96,2024-06-16,completed
TXN0010325,CRM009086,5015.28,2023-02-03,completed
TXN0001940,CRM008326,436.86,2024-05-16,completed
TXN0003583,CRM006778,,2023-12-08,completed
TXN0011683,CRM003925,134.24,2023-02-20,completed
TXN0009140,CRM003968,679.23,2023-06-04,completed
TXN0010578,CRM001152,858.44,2022-02-20,completed
TXN0008178,CRM003054,219.94,2024-03-23,completed
TXN0002354,CRM000368,,2024-01-06,completed
TXN0006847,CRM009757,134.98,2023-04-15,completed
TXN0009120,CRM009879,155.26,2023-09-08,pending
TXN0005448,CRM006397,526.7,2022-12-03,refunded
TXN0004543,CRM005343,74.71,2023-04-09,pending
TXN0008279,CRM010270,241.12,2023-07-01,completed
TXN0004509,CRM005881,442.75,2022-07-26,completed
TXN0000685,CRM010151,244.41,2023-02-13,completed
TXN0002985,CRM006018,72.03,2023-05-24,completed
TXN0001078,CRM010089,2318.18,2022-09-26,pending
TXN0006087,CRM010148,592.92,2024-04-09,failed
TXN0002475,CRM002995,1169.24,2022-03-03,completed
TXN0009691,CRM008692,5.45,2023-11-09,pending
TXN0008911,CRM009076,52.27,2024-01-19,refunded
TXN0001620,CRM006046,500.6,2024-03-02,failed
TXN0000477,GHOST00882,61.28,2022-11-12,pending
TXN0000767,CRM006908,589.07,2023-12-03,completed
TXN0000229,CRM003081,742.84,2024-01-17,completed
TXN0008660,CRM008651,32.92,2022-10-27,completed
TXN0010602,CRM005102,175.09,2024-01-16,failed
TXN0005535,CRM004289,316.83,2022-01-12,completed
TXN0000646,CRM006117,432.16,2023-06-06,pending
TXN0011546,CRM003394,520.5,2022-02-26,completed
TXN0006615,CRM005618,1228.61,2022-06-29,completed
TXN0002255,GHOST00974,2049.01,2023-08-30,completed
TXN0002244,CRM004222,745.96,2022-04-30,completed
TXN0006988,CRM006181,348.1,2023-02-13,completed
TXN0010976,CRM008286,379.07,2022-05-14,completed
TXN0006336,CRM006107,114.63,2022-04-18,completed
TXN0007153,CRM005327,140.09,2024-02-06,completed
TXN0000452,CRM007036,290.55,2022-11-28,pending
TXN0004582,CRM008830,240.72,2023-09-09,completed
TXN0007868,CRM008690,527.11,2022-09-29,pending
TXN0000364,CRM001080,753.86,2023-10-31,completed
TXN0004192,CRM008000,157.72,2024-01-01,failed
TXN0000470,CRM002211,301.1,2022-03-06,completed
TXN0003812,GHOST00866,189.12,2022-02-05,completed
TXN0009906,CRM008819,846.49,2022-06-28,completed
TXN0000246,CRM005057,889.47,2023-10-07,completed
TXN0007934,CRM007664,750.7,2023-01-31,completed
TXN0005172,CRM003820,102.86,2023-08-31,completed
TXN0008462,CRM007725,154.08,2022-03-02,completed
TXN0010018,CRM008228,371.47,2023-05-15,completed
TXN0004217,CRM004745,167.14,2024-03-27,completed
TXN0008040,CRM007857,30.05,2023-04-17,completed
TXN0005804,CRM003939,521.53,2023-04-01,completed
TXN0007366,GHOST00669,157.79,2024-04-09,pending
TXN0004416,CRM005425,75.56,2023-06-03,completed
TXN0001050,GHOST01173,538.4,2024-02-20,completed
TXN0007073,CRM001909,529.62,2024-01-29,completed
TXN0008712,CRM001539,384.94,2022-02-27,completed
TXN0001820,CRM007238,1808.6,2023-01-20,completed
TXN0005422,CRM006045,1187.12,2023-11-12,completed
TXN0010738,CRM003747,907.58,2022-07-27,completed
TXN0010377,CRM008360,238.24,2024-04-11,completed
TXN0001137,CRM008378,395.82,2022-05-08,completed
TXN0010049,CRM000416,155.27,2023-07-05,completed
TXN0008395,CRM000902,50.13,2023-02-11,completed
TXN0010931,CRM004324,97.34,2023-06-30,refunded
TXN0010536,CRM006599,66.08,2022-02-24,completed
TXN0003343,CRM000143,3303.91,2023-07-11,completed
TXN0004438,CRM008748,661.47,2024-06-30,completed
TXN0010465,GHOST00188,105.58,2023-09-27,completed
TXN0003151,CRM005203,143.38,2022-11-05,pending
TXN0004802,CRM009830,417.6,2024-04-03,completed
TXN0004232,CRM008312,597.69,2022-04-03,failed
TXN0003029,CRM008579,366.28,2024-01-25,completed
TXN0011205,CRM000770,391.41,2022-04-24,pending
TXN0011295,CRM001720,73.24,2024-05-10,completed
TXN0007009,CRM003626,161.14,2022-03-29,completed
TXN0011525,GHOST00595,56.12,2023-03-21,refunded
TXN0010993,CRM002887,215.35,2023-11-14,completed
TXN0010650,CRM000050,134.12,2022-05-01,completed
TXN0003593,CRM002386,324.05,2024-05-03,completed
TXN0009854,CRM007677,245.53,2023-01-25,completed
TXN0010287,CRM001515,1137.44,2024-03-27,completed
TXN0010074,CRM007054,372.97,2023-12-04,completed
TXN0001066,GHOST00881,118.03,2023-02-15,failed
TXN0002331,CRM000574,349.72,2024-02-11,completed
TXN0006507,CRM009540,3269.92,2022-07-30,completed
TXN0004539,CRM007752,111.29,2024-04-24,completed
TXN0006354,CRM008229,50.53,2022-04-03,completed
